name,activity,governorate,phone,linkedin_url
STEB,Fabrication d'autres articles confectionnes en textile.,Bizerte,(216) - 72 418 233,https://de.linkedin.com/company/stadtentw%C3%A4sserungsbetriebe-k%C3%B6ln-a%C3%B6r
STH,Confection de vêtements de dessus.,Monastir,(216) - 73 486 755,https://mg.linkedin.com/company/sth-groupofficiel
STID,Confection de vêtements de travail.,Sousse,(216) - 73 298 317 / 73 298 318,https://cx.linkedin.com/company/stid
STINARME,Fabrication d'autres articles confectionnes en textile.,Ariana,(216) - 26 113 296,https://cn.linkedin.com/company/stimare
STIT,Tissage du coton - Tissage de soieries - Finissage textile.,Monastir,(216) - 73 455 913 / 73 473 208,https://pk.linkedin.com/company/software-technologies-stit
STIVEL,Tissage du coton - Fabrication de linges domestiques divers - Fabrication industrielle de tapis et moquettes.,Monastir,(216) - 73 530 970,https://in.linkedin.com/company/straive_
STM BEKIR,Tissage d'autres textiles.,Monastir,(216) - 73 450 317 / 73 450 500,https://br.linkedin.com/company/stmbrasil
STM TUNISIE,Finissage textile.,Ariana,(216) - 71 537 699,https://it.linkedin.com/company/stm-srl
STR LA QUALITE,"Moulinage de la soie et texturation des fils artificiels et synthétiques - Ficellerie, corderie, fabrication de filets.",Monastir,(216) - 73 477 420,https://fr.linkedin.com/company/service-telecom-reseaux
STS (MESSADINE),Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 285 651,https://cl.linkedin.com/company/sts-ingenieria-y-construccion-maritima-submarina
STYLE LIVE CONFECTION,Confection de vêtements de dessus.,Bizerte,(216) - 28 378 847 / 72 495 034,https://fr.linkedin.com/company/beyandbey
SUBLI TUNIS,Industries textiles n.c.a.,Sousse,(216) - 99 401 500,https://cn.linkedin.com/company/sublistarofficial
SUPER WEAR,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 492 887 / 24 350 309,https://au.linkedin.com/company/superware-ai
SUPPLY CHAIN FASHION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 588 018,https://ca.linkedin.com/company/mm-fashions-sourcing
SVI,Confection de vêtements de travail.,Sousse,(216) - 73 349 969,https://ph.linkedin.com/company/software-ventures-international
SWASSI CONFECTION INTERNATIONAL,Confection de vêtements de dessus.,Mahdia,(216) - 58 402 054,https://tn.linkedin.com/company/decco-textile-manufacturing
SWIMCO,Confection de vêtements de dessus.,Ariana,(216) - 97 942 000 / 70 563 800,https://ca.linkedin.com/company/m&g-millwrights
SY RJ-HB,Confection de vêtements de dessus.,Kairouan,(216) - 29 377 672,https://www.linkedin.com/company/blueharbor-capitall
SYC,Confection de vêtements de dessus.,Ben Arous,(216) - 71 384 362 / 71 384 204,https://au.linkedin.com/company/syc-inc
SYROTEX,Confection de vêtements de dessous.,Bizerte,(216) - 29 637 424,https://in.linkedin.com/company/sybroxtech
T.D.F,Industries textiles n.c.a.,Monastir,(216) - 26 600 409,https://fr.linkedin.com/company/tdf/jobs
T.F.CONFECTION,Fabrication de linges domestiques divers.,Beja,(216) - 70 663 200,https://in.linkedin.com/company/tata-steel-foundation
T.LAB,Finissage textile.,Monastir,(216) - 73 420 594,https://in.linkedin.com/company/tlabglobal
T.S CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 29 035 269,https://fr.linkedin.com/company/tukoon3s
T3,Fabrication d'autres articles confectionnes en textile.,Mahdia,(216) - 73 665 066,https://www.linkedin.com/company/t-3-ai
TAG TUNISIE,Finissage textile.,Ariana,(216) - 71 546 671,https://de.linkedin.com/company/brands-tn
TALIS FASHION,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 53 220 320,https://de.linkedin.com/company/talis-haftetiketten-gmbh-&-co-kg
TANABENE TEXTILE,Confection de vêtements de dessus.,Nabeul,(216) - 29 922 105 / 98 500 284,https://br.linkedin.com/company/santanatextiles
TANIT TEXTILE,Industries textiles n.c.a - Confection de vêtements de dessus.,Monastir,(216) - 73 476 200,https://ba.linkedin.com/company/davey-textile-solutions-inc-
TAPIS SULTAN,Fabrication industrielle de tapis et moquettes.,Beja,(216) - 51 353 823,https://tn.linkedin.com/company/indigocompany
TAURUS,Confection de vêtements de dessus.,Nabeul,(216) - 28 992 727,https://www.linkedin.com/company/ontaurus
TBS (MOKNINE),Industries textiles n.c.a.,Monastir,(216) - 73 435 666,https://tn.linkedin.com/company/moser-cabel-system
TBS + BRODERIE,Industries textiles n.c.a.,Tunis,(216) - 71 926 457,https://fr.linkedin.com/company/tps-tunisie-plastiques-syst%C3%A8mes
TE.INTER,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Sfax,(216) - 74 286 041 / 74 286 042,https://in.linkedin.com/company/te-connectivity
TECHNIVET,Fabrication de pull-overs et articles similaires en mailles.,Mahdia,(216) - 58 583 658,https://co.linkedin.com/company/tipiel
TECHNO AQUACOL,"Ficellerie, corderie, fabrication de filets.",Jendouba,(216) - 52 019 733,https://in.linkedin.com/company/technodigitalinfra
TECHNOMAILLE PLUS,Fabrication de pull-overs et articles similaires en mailles.,Mahdia,(216) - 98 408 555 / 73 620 722,https://in.linkedin.com/company/technomold-it-solutions-pvt-ltd
TECHNO-PROD,Industries textiles n.c.a.,Sousse,(216) - 58 364 600 / 98 450 928,https://in.linkedin.com/company/pentagram-technoproducts
TECHNOTEX,Confection de vêtements de dessus.,Bizerte,(216) - 98 907 719,https://bd.linkedin.com/company/technotexco
TEKAYA DE FILATURE,Moulinage de la soie et texturation des fils artificiels et synthétiques.,Monastir,(216) - 73 479 870,https://fr.linkedin.com/company/filature-des-possibles
TEK-TREND,Confection de vêtements de dessus.,Monastir,(216) - 73 525 567,https://hk.linkedin.com/company/trend-tek-corporation-ltd.
TESCA SEAT COMPONENTS TUNISIA,Fabrication de linges domestiques divers.,Nabeul,(216) - 54 349 535,https://jm.linkedin.com/company/tesca-global
TESCA TUNISIA,Fabrication de linges domestiques divers.,Nabeul,(216) - 72 210 488 / 72 214 622,https://jm.linkedin.com/company/tesca-global
TESCA TUNISIA GROMBALIA,Tissage d'autres textiles.,Nabeul,(216) - 72 255 412,https://fr.linkedin.com/company/sitex-tunisie
TEX COMPANY,Fabrication de pull-overs et articles similaires en mailles.,Kairouan,(216) - 92 187 600 / 77 271 281,https://in.linkedin.com/company/tex-fasteners
TEXFINISH INTER,Industries textiles n.c.a.,Bizerte,(216) - 98 441 487 / 70 253 638,https://www.linkedin.com/company/fc-internazionale-milano
TEXGOLD BIZERTE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Bizerte,(216) - 70 011 890 / 23 201 215,https://www.linkedin.com/company/arxada
TEXKO,Confection de vêtements de dessus.,Nabeul,(216) - 72 386 988 / 72 386 972,https://www.linkedin.com/company/esko
TEXMED INTERNATIONAL,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 21 280 000 / 29 524 525,https://tn.linkedin.com/company/msh-tunisia
TEX-PAC,Confection de vêtements de dessous.,Nabeul,(216) - 72 344 224,https://pe.linkedin.com/company/intexpac
TEXPRO,Confection de vêtements de dessus.,Monastir,(216) - 73 434 250 / 73 434 404,https://pk.linkedin.com/company/texpro1
TEX-STYLE PRODUCTION,Confection de vêtements de dessus.,Mahdia,(216) - 98 355 290 / 73 664 061,https://in.linkedin.com/company/texstyle-lanka-exports-pvt-ltd
TEXTHER,Confection de vêtements de travail.,Sousse,(216) - 73 251 363,https://in.linkedin.com/company/opentext
TEXTILE DEVELOPPEMENT,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 50 104 402 / 56 170 000,https://de.linkedin.com/company/tud-itm-mt
TF PROD,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 71 651 100 / 71 651 108,https://www.linkedin.com/company/studio-tf1
TFG,Confection de vêtements de dessus.,Sfax,(216) - 58 429 156,https://in.linkedin.com/company/playtfg
TFH,Confection de vêtements de dessus.,Manouba,(216) - 71 651 100 / 71 651 108,https://de.linkedin.com/company/tools-for-humanity-corp
TFM,Finissage textile.,Ben Arous,(216) - 71 389 828,https://ie.linkedin.com/company/templetuohy-farm-machinery-ltd
TFT,Confection de vêtements de dessus.,Bizerte,(216) - 58 301 466 / 58 301 467,https://ca.linkedin.com/company/tft-global-inc-
TIB (ARIANA),Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Ariana,(216) - 70 836 531,https://ca.linkedin.com/company/tunnelsaddariana
TIFFANY INTERNATIONAL,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 28 707 052 / 71 545 122,https://ae.linkedin.com/company/international-business-consultants-dmcc
TILTEX,Fabrication de linges domestiques divers.,Nabeul,(216) - 72 382 115 / 28 606 530,https://mx.linkedin.com/company/diltex-brands
TISSAGE MEUBLATEX,Fabrication de linges domestiques divers - Fabrication industrielle de tapis et moquettes - Fabrication de non-tissés - Industries textiles n.c.a.,Sousse,(216) - 73 308 777 / 96 538 013,https://cr.linkedin.com/company/grupo-inteca
TLS,Industries textiles n.c.a - Confection de vêtements et accessoires.,Monastir,(216) - 73 401 030,https://www.linkedin.com/company/technical-links-services-tls
TM,Confection de vêtements de dessus.,Manouba,(216) - 71 651 198 / 71 651 100,https://www.linkedin.com/company/t-mobile
TMT,Confection de vêtements de dessus.,Bizerte,(216) - 53 912 676 / 98 124 252,https://eg.linkedin.com/company/tmterminal
TMTC,Fabrication d'articles chaussants en mailles.,Monastir,(216) - 73 565 755 / 31 501 253,https://in.linkedin.com/company/manoj-tandon-&-company
TOGETHER ALWAYS,Confection de vêtements de dessus.,Monastir,(216) - 98 504 318,https://ae.linkedin.com/company/togetheratwork
TOMTEX,Confection de vêtements de travail - Confection de vêtements de dessus.,Sfax,(216) - 74 286 389 / 74 286 664,https://dk.linkedin.com/company/thomtexvask
TOMTEX I,Confection de vêtements de travail.,Sfax,(216) - 74 283 055 / 74 283 060,https://dk.linkedin.com/company/thomtexvask
TOP BROD,Industries textiles n.c.a.,Monastir,(216) - 73 443 333,https://www.linkedin.com/company/alison-brod-public-relations
TOP FASHION,Confection de vêtements de dessus.,Sousse,(216) - 29 293 258,https://cl.linkedin.com/company/top-fashion-store
TOP FASHION (DOUAR HICHER),Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 58 446 353,https://br.linkedin.com/company/topbrandsfashiongroup
TOP TEXTIL,Confection de vêtements de travail.,Zaghouan,(216) - 72 681 055,https://br.linkedin.com/company/top-t%C3%AAxtil-embalagens
TOP USED GROUP,Industries textiles n.c.a.,Monastir,(216) - 74 414 024,https://tn.linkedin.com/company/arem-group
TOP WEAR,Confection de vêtements de travail.,Kairouan,(216) - 97 305 246,https://www.linkedin.com/company/apparel-fzco
TOPEKA,Tissage du coton - Finissage textile - Confection de vêtements de dessous.,Bizerte,(216) - 20 522 876 / 72 113 300,https://www.linkedin.com/company/bartlett-west
TOPTEX CUBE TUNISIE,Confection de vêtements et accessoires.,Manouba,(216) - 21 888 671 / 58 446 353,https://fr.linkedin.com/company/inspyrations-co
TOUTEX,Confection de vêtements de dessus.,Mahdia,(216) - 28 620 621 / 73 660 415,https://co.linkedin.com/company/toutex-confecciones
TPE TUNISIE,Finissage textile - Industries textiles n.c.a.,Bizerte,(216) - 72 457 143 / 98 761 003,https://tn.linkedin.com/company/leoni-tunisia
TRAITEX,Industries textiles n.c.a.,Ariana,(216) - 70 837 061 / 70 837 137,https://co.linkedin.com/company/valbiom
TRC,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 535 300 / 73 414 309,https://www.linkedin.com/company/grupotrc
TRICOMODE,Fabrication d'étoffes en maille - Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Sfax,(216) - 70 295 295 / 74 286 255,https://it.linkedin.com/company/tricomedit-group
TRICOT FINITION DU CAP BON,Confection de vêtements de dessus.,Nabeul,(216) - 26 347 502,https://ca.linkedin.com/company/lephareducapbon
TRICOT MAILLE,Tissage du coton.,Sousse,(216) - 73 342 376,https://fr.linkedin.com/company/atelier-bs-production
TRICOTEX ITALIA,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 98 801 267,https://it.linkedin.com/company/socotec-italia
TRIO CO,Confection de vêtements de dessus.,Monastir,(216) - 73 547 310 / 97 488 657,https://hk.linkedin.com/company/trio-engineering-company-limited
TRIO-WASHING,Industries textiles n.c.a.,Sousse,(216) - 73 320 660,https://sr.linkedin.com/company/enbio-group
TS,Fabrication de pull-overs et articles similaires en mailles.,Monastir,(216) - 73 473 633 / 73 473 637,https://ca.linkedin.com/company/ts-tech-north-america
TTE,Confection de vêtements sur mesure.,Zaghouan,(216) - 55 148 733 / 27 982 588,https://in.linkedin.com/company/tte-electronics-india-private-limited
TTS TEXTILE,Confection de vêtements de dessus.,Nabeul,(216) - 72 382 677 / 72 382 688,https://ca.linkedin.com/company/total-textile-solutions
TUKOON 3S,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 323 230 / 73 399 032,https://ae.linkedin.com/company/3s-lightingsolutions
TUNICO,Confection de vêtements de travail.,Tunis,(216) - 71 804 009,https://br.linkedin.com/company/tunico-supermercados
TUNICOTEX GROUP,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 72 390 656,https://ca.linkedin.com/company/tunisian-apparel
TUNIMAILLE,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 92 318 757,https://be.linkedin.com/company/etex
TUNIS KONITEX,Confection de vêtements de travail.,Bizerte,(216) - 72 442 579 / 97 355 920,https://ng.linkedin.com/company/kitsng
TUNISIE TEXTILE (M'SAKEN),Confection de vêtements de travail.,Sousse,(216) - 73 285 850,https://fr.linkedin.com/company/sitex-tunisie
TUNITEX,Confection de vêtements de dessus.,Sfax,(216) - 53 555 355 / 74 287 805,https://in.linkedin.com/company/tgh-software-solutions
TUNITRICOT (SILIANA),Confection de vêtements de dessus - Confection de vêtements de dessous.,Siliana,(216) - 78 871 680 / 78 872 182,https://fr.linkedin.com/company/sitex-tunisie
TUSEL LINGERIE,Confection de vêtements de dessous.,Sousse,(216) - 73 321 722,https://in.linkedin.com/company/iksula
TW,Industries textiles n.c.a.,Monastir,(216) - 73 420 014,https://tw.linkedin.com/company/kuping
TYTEX,Confection de vêtements de dessous.,Beja,(216) - 20 502 040,https://nz.linkedin.com/company/tytex-limited
UGTEX,Confection de vêtements et accessoires.,Sousse,(216) - 50 516 160 / 73 342 399,https://cd.linkedin.com/company/utex-africa
ULYSSE MODE,Confection de vêtements de travail.,Sousse,(216) - 28 111 122 / 98 455 897,https://fr.linkedin.com/company/ulysse-tunisie
UND CONFECTION,Confection de vêtements de dessous.,Monastir,(216) - 73 479 678,https://de.linkedin.com/company/hitschler-international-gmbh-&-co-kg
UNIFIL,Moulinage de la soie et texturation des fils artificiels et synthétiques.,Monastir,(216) - 73 479 870 / 73 492 816,https://bd.linkedin.com/company/unifill-textile-mills-ltd.
UNIFORME BRANDS NORTH AFRICA,Confection de vêtements de travail.,Nabeul,(216) - 72 355 380,https://ae.linkedin.com/company/brandsforafrica
UNIFORME TEXTILE DOUALA,Confection de vêtements de travail.,Nabeul,(216) - 97 438 141,https://ca.linkedin.com/company/equilibreofficial
UNIPRO SARL,Confection de vêtements de travail.,Sousse,(216) - 98 400 247 / 94 503 640,https://fr.linkedin.com/company/unipro
UNI-PROD,Confection de vêtements de dessus.,Nabeul,(216) - 26 617 575 / 72 372 047,https://in.linkedin.com/company/uniproducts-india
UNITEC,Fabrication d'autres articles confectionnes en textile.,Tunis,(216) - 71 258 595,https://www.linkedin.com/company/unitec
UNITEX,Tissage de soieries - Fabrication de pull-overs et articles similaires en mailles.,Sousse,(216) - 21 482 009,https://de.linkedin.com/company/unitex-de
URBAN STYLE,Confection de vêtements de dessus.,Nabeul,(216) - 27 335 910,https://de.linkedin.com/company/urbn-concepts
VAN LAACK TUNISIE,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Bizerte,(216) - 72 432 354 / 72 422 733,https://cu.linkedin.com/company/german-tunisian-chamber-of-industry-and-commerce
VAST,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 55 655 680 / 31 555 001,https://www.linkedin.com/company/vast
VDVC,Confection de vêtements de dessous.,Sousse,(216) - 73 389 685,https://in.linkedin.com/company/vvdn-technologies
VEGA CONFECTION,Confection de vêtements de travail.,Sousse,(216) - 73 350 177 / 24 772 559,https://in.linkedin.com/company/onevega
VETI,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Nabeul,(216) - 58 383 887,https://cl.linkedin.com/company/veti-app
VETRA,Confection de vêtements de travail.,Bizerte,(216) - 72 485 650 / 72 486 165,https://in.linkedin.com/company/vetratech
VILLAGE TEXTILE,Confection de vêtements de dessus.,Monastir,(216) - 56 114 309,https://cn.linkedin.com/company/shaoxing-phoenix-village-textiles-co.-ltd.
VISCOSATEX,Confection de vêtements de dessus.,Kasserine,(216) - 97 285 929,https://cr.linkedin.com/company/grupo-inteca
VITABRI,Fabrication d'autres articles confectionnes en textile.,Ariana,(216) - 70 683 347 / 24 350 691,https://gt.linkedin.com/company/vitalialimentos
VIVA TEX,Confection de vêtements de travail.,Sousse,(216) - 50 536 152 / 31 518 815,https://es.linkedin.com/company/grupovisatex
VNH CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 455 300,https://be.linkedin.com/company/vannieuwenhuyse-nv
VNH3 CONFECTIONSA,Confection de vêtements de travail.,Tunis,(216) - 50 540 443 / 71 935 511,https://tn.linkedin.com/company/converty-shop
VOGUE INTER,Confection de vêtements de dessus.,Ariana,(216) - 98 272 474,https://in.linkedin.com/company/vogue-interio
VOILE DU SUD INGENIERIE,Fabrication d'autres articles confectionnes en textile.,Sousse,(216) - 58 498 420 / 31 405 017,https://fr.linkedin.com/company/sud-ingenierie
VTL,Finissage textile - Industries textiles n.c.a - Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus.,Nabeul,(216) - 70 148 000 / 70 148 100,https://in.linkedin.com/company/vindhya-telelinks-limited
VTMT,Confection de vêtements de travail.,Sousse,(216) - 96 503 025,https://cn.linkedin.com/company/vito-metal
VTT,Confection de vêtements de travail.,Nabeul,(216) - 50 504 360,https://in.linkedin.com/company/vtt-engicon
WAFITEX,Finissage textile.,Monastir,(216) - 73 508 455 / 99 002 222,https://ae.linkedin.com/company/abualnaga-contracting
WAJIH-TEX,Confection de vêtements de dessous.,Gafsa,(216) - 28 642 390 / 76 224 364,https://in.linkedin.com/company/tex-fasteners
WASH SYSTEM,Finissage textile - Confection de vêtements de dessus.,Monastir,(216) - 73 478 848,https://www.linkedin.com/company/abcwashsys
WEARCO,Confection de vêtements de dessous.,Sfax,(216) - 98 743 734,https://au.linkedin.com/company/weareco-pty-ltd
WEBBTEK,Fabrication d'autres articles confectionnes en textile.,Bizerte,(216) - 53 674 504 / 31 179 062,https://ae.linkedin.com/company/webtekdigital
WIC,Industries textiles n.c.a.,Bizerte,(216) - 72 456 026 / 98 761 053,https://ci.linkedin.com/company/wic-cote-d-ivoire
WINDOTEX,Fabrication d'autres articles confectionnes en textile.,Mahdia,(216) - 73 659 121 / 93 200 092,https://in.linkedin.com/company/wentoupvc
WINNCARE TUNISIA,Fabrication de linges domestiques divers - Fabrication d'autres articles confectionnes en textile.,Mahdia,(216) - 73 621 820,https://tn.linkedin.com/company/leoni-tunisia
WINTEX,Confection de vêtements de dessus.,Bizerte,(216) - 72 447 433 / 72 456 050,https://in.linkedin.com/company/xinsen-synthetic-fiber
WINWORK,Confection de vêtements de travail.,Sfax,(216) - 74 286 664,https://il.linkedin.com/company/winwork-training-ltd
WIP CONFECTION,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Monastir,(216) - 98 431 883 / 73 478 310,https://pl.linkedin.com/company/wipjobs-recruitment
WISEM TEX,Industries textiles n.c.a - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Ariana,(216) - 70 563 393 / 70 563 400,https://tn.linkedin.com/company/tex-fabrica
WORK WEAR,Confection de vêtements de travail.,Kairouan,(216) - 97 305 246,https://www.linkedin.com/company/brunt-workwear
WORK WEAR FASHION,Confection de vêtements de travail.,Sousse,(216) - 98 246 358 / 73 319 995,https://be.linkedin.com/company/decco-textile-manufacturing
WORKWEAR MEGALODONV,Confection de vêtements de travail.,Mahdia,(216) - 58 583 633 / 73 414 449,https://be.linkedin.com/company/decco-textile-manufacturing
WS TEXTILE TUNISIE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Nabeul,(216) - 53 646 457,https://fr.linkedin.com/company/sitex-tunisie
WTS,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Ben Arous,(216) - 71 481 688 / 55 157 346,https://pe.linkedin.com/company/wts-world-textile-sourcing
WWS,Confection de vêtements de dessus - Confection de vêtements de dessous.,Mahdia,(216) - 36 155 337,https://ca.linkedin.com/company/worldwide-security
WYDLER CONFECTION,Confection de vêtements de travail.,Zaghouan,(216) - 72 675 660,https://ch.linkedin.com/company/wydler-asset-management
WYVACON,Confection de vêtements de dessus.,Monastir,(216) - 98 466 701 / 73 530 203,https://www.linkedin.com/company/dayonedc
XL TECH,Fabrication d'autres articles confectionnes en textile.,Monastir,(216) - 98 527 875 / 31 546 269,https://in.linkedin.com/company/xl-technologies-global
XPRESS PRINT,Industries textiles n.c.a.,Ben Arous,(216) - 71 409 551 / 58 440 191,https://in.linkedin.com/company/xpresspr1nt
YAKI TEX,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Ariana,(216) - 58 579 940,https://au.linkedin.com/company/texatsite-limited
YAM CONFECTION,Confection de vêtements de travail.,Manouba,(216) - 97 018 800 / 71 624 111,https://www.linkedin.com/company/activegummy
YOMA TEXTILE,Industries textiles n.c.a - Confection de vêtements de travail.,Nabeul,(216) - 24 318 630 / 72 225 674,https://in.linkedin.com/company/yoma
YOUCOTEX PLUS,Confection de vêtements de dessus.,Monastir,(216) - 73 598 966,https://in.linkedin.com/company/cortexcraft-ai
YOUR TEX,Confection de vêtements de dessus.,Nabeul,(216) - 98 374 669,https://pk.linkedin.com/company/tunicotex-group
YOUSR INTERNATIONAL,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Nabeul,(216) - 53 806 653 / 72 274 491,https://eg.linkedin.com/company/yousr-journey
YOUSSTEX INTERNATIONAL,Confection de vêtements de dessus.,Monastir,(216) - 94 836 777,https://in.linkedin.com/company/urmila-international-services-pvt-ltd
YOUSSTEX WASH,Industries textiles n.c.a - Confection de vêtements de dessus.,Monastir,(216) - 73 489 800 / 94 836 777,https://rs.linkedin.com/company/mud-jeans
YR DESIGN,Confection de vêtements de dessus.,Sfax,(216) - 74 247 333 / 23 986 778,https://in.linkedin.com/company/thisisyr
Z CONFECTION INTERNATIONAL,Confection de vêtements de travail - Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 307 190,https://www.linkedin.com/company/coupe-confection-conseil-international
Z SILVA INTERNATIONAL,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements et accessoires.,Mahdia,(216) - 73 662 519,https://nz.linkedin.com/company/silva-international-inc.
ZAIEM TEX,Fabrication de linges domestiques divers.,Nabeul,(216) - 72 291 151 / 97 446 376,https://ae.linkedin.com/company/alzaeimcorporateservices
ZAOUI TEXTILE PROFESSIONNELLE,Confection de vêtements de dessus.,Sousse,(216) - 29 800 886 / 99 276 425,https://be.linkedin.com/company/decco-textile-manufacturing
ZEINEB CONFECTION,Confection de vêtements de dessus.,Kairouan,(216) - 70 148 757,https://fr.linkedin.com/company/beyandbey
ZEN INDUSTRIE,Confection de vêtements de dessus.,Sfax,(216) - 98 564 000 / 70 147 680,https://az.linkedin.com/company/zen-industries
ZIADI CONFECTION,Confection de vêtements de travail.,Nabeul,(216) - 23 633 409,https://in.linkedin.com/company/oroos-confectionery-private-limited
ZINATEX (KORBA),Confection de vêtements de dessus.,Nabeul,(216) - 72 382 216,https://in.linkedin.com/company/maruti-clean-coal-and-power-limited-group-of-acb-india-limited
ZITER,Confection de vêtements de travail.,Ben Arous,(216) - 71 382 155 / 22 574 333,https://www.linkedin.com/company/citco-group-limited
ZKK PRODUCTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Nabeul,(216) - 29 209 721 / 72 382 151,https://fr.linkedin.com/company/cadyou
ZORGATI CONFECTION,Confection de vêtements de travail.,Sousse,(216) - 97 311 620,https://hr.linkedin.com/company/soroubat
ABBASSI DE CARRIERE,Extraction et transformation de pierres et marbre.,Beja,(216) - 27 454 541,https://ci.linkedin.com/company/amg-abidjan
AFRIQUE BETON,Béton prêt à l'emploi.,Ariana,(216) - 71 695 608 / 20 299 299,https://ci.linkedin.com/company/acieriesci
AMEN DEVELOPPEMENT,"Verre creux (verre de table et bouteillerie) - Articles ménagers en porcelaine, faïence et grès.",Nabeul,(216) - 72 203 525,https://bj.linkedin.com/company/amenconseil
AMIRA DES CARRIERES,Extraction et transformation de pierres et marbre.,Kebili,(216) - 50 400 171 / 75 490 110,https://ca.linkedin.com/company/aqpddc-associationquebecoisedesprodudeveloppeementdecarriere
APM,Autres ouvrages en béton ou en plâtre.,Nabeul,(216) - 98 308 558 / 72 234 244,https://pe.linkedin.com/company/apmtc
ARCHIGLASS,Façonnage et transformation du verre plat.,Ariana,(216) - 71 769 618,https://az.linkedin.com/company/archiglassgroup
ATLAS MINERAL,Extraction et transformation de pierres et marbre.,Kasserine,(216) - 71 830 067 / 77 413 007,https://tm.linkedin.com/company/atlas-minerals-&-chemicals-inc-
AZZOUZI MARBRE,Extraction et transformation de pierres et marbre.,Kasserine,(216) - 28 300 100 / 77 480 561,https://ch.linkedin.com/company/z3capital
BBM,Produits réfractaires.,Zaghouan,(216) - 71 455 444,https://in.linkedin.com/company/bbmbommidala-group
BBMP ( SFAX ),Articles en ciment ou en béton (tuyaux et conduits).,Sfax,(216) - 29 915 220 / 27 315 527,https://in.linkedin.com/company/bruhat-bengaluru-mahanagara-palike
BBMP ( ZAGHOUAN ),Articles en ciment ou en béton (tuyaux et conduits).,Zaghouan,(216) - 71 434 455 / 72 679 540,https://in.linkedin.com/company/bruhat-bengaluru-mahanagara-palike
BCM (ZERAMDINE),Briques et hourdis.,Monastir,(216) - 36 405 883 / 73 410 141,https://gh.linkedin.com/company/bcm-ghana-limited
BEST BETON,Articles en ciment ou en béton (tuyaux et conduits).,Zaghouan,(216) - 71 433 120 / 29 172 034,https://fr.linkedin.com/company/sobig
BETONIA,Articles en ciment ou en béton (tuyaux et conduits).,Nabeul,(216) - 36 186 000 / 20 386 000,https://es.linkedin.com/company/grupo-vettonia
BITUMED,Produits minéraux non métalliques N.C.A..,Ben Arous,(216) - 71 448 227,https://ie.linkedin.com/company/continental-bitumen
BITUMES CENTRE,Produits minéraux non métalliques N.C.A..,Kairouan,(216) - 71 448 227 / 77 274 812,https://cm.linkedin.com/company/all-bitumen-cameroon
BIZERTA GLASS,Façonnage et transformation du verre plat.,Bizerte,(216) - 58 388 840 / 72 530 606,https://it.linkedin.com/company/bizeta-s.r.l.
BJ,Briques et hourdis.,Monastir,(216) - 73 590 120,https://pk.linkedin.com/company/bjmicrolab
BKS,Briques et hourdis.,Sousse,(216) - 29 920 160 / 39 151 951,https://www.linkedin.com/company/baldwin-krystyn-sherman-partners
BLC (JAMMEL),Briques et hourdis.,Monastir,(216) - 73 590 748 / 73 590 851,https://in.linkedin.com/company/al-jameel-international
BMB,Briques et hourdis.,Nabeul,(216) - 72 228 200,https://ae.linkedin.com/company/bmb
